50,-1293.7472667509276,8.285714285714285
100,-1531.9426322438353,7.428571428571429
150,-1705.5760148283073,6.714285714285717
200,-1841.5146678357823,5.857142857142861
250,-1952.965645955401,5.642857142857139
300,-2047.2567750361397,5.35714285714286
350,-2128.8653802445665,5.285714285714283
400,-2200.7249104924554,5.071428571428571
450,-2264.8607244059926,5.214285714285715
500,-2322.7293893771075,5.142857142857138
550,-2375.413143130731,5.071428571428571
600,-2423.7378390863973,5.071428571428571
650,-2468.347856264673,5.071428571428571
700,-2509.7555306245135,5.071428571428571
750,-2548.3748422771023,5.000000000000004
800,-2584.5450142414425,5.000000000000004
850,-2618.5474421645,4.928571428571427
900,-2650.6180946253426,4.857142857142859
950,-2680.9567634949826,4.928571428571427
1000,-2709.734077427734,4.928571428571427
1050,-2737.0968970845684,4.928571428571427
1100,-2763.1725199732846,4.857142857142859
1150,-2788.0719964329505,4.785714285714282
1200,-2811.892772844783,4.642857142857137
1250,-2834.720819294139,4.642857142857137
1300,-2856.632357680417,4.571428571428571
1350,-2877.695276947007,4.5000000000000036
1400,-2897.970300951353,4.5000000000000036
1450,-2917.511959041232,4.5000000000000036
1500,-2936.369397975301,4.5000000000000036
1550,-2954.587065284782,4.571428571428571
1600,-2972.205287720889,4.571428571428571
1650,-2989.2607635143668,4.571428571428571
1700,-3005.786983389249,4.571428571428571
1750,-3021.8145923379034,4.428571428571426
1800,-3037.3717018704224,4.428571428571426
1850,-3052.4841606439686,4.357142857142859
1900,-3067.175789945025,4.357142857142859
1950,-3081.468589353891,4.357142857142859
2000,-3095.3829170023114,4.357142857142859
2050,-3108.9376480927504,4.357142857142859
2100,-3122.1503147456556,4.357142857142859
2150,-3135.037229748338,4.357142857142859
2200,-3147.613596375395,4.357142857142859
2250,-3159.8936061171594,4.285714285714281
2300,-3171.8905258773484,4.214285714285715
2350,-3183.616775970497,4.214285714285715
2400,-3195.0840000587036,4.214285714285715
2450,-3206.303128006116,4.214285714285715
2500,-3217.284432493674,4.214285714285715
2550,-3228.0375801229843,4.214285714285715
2600,-3238.5716776401205,4.214285714285715
2650,-3248.895313828441,4.214285714285715
2700,-3259.016597548477,4.214285714285715
2750,-3268.943192342749,4.214285714285715
2800,-3278.682347971636,4.214285714285715
2850,-3288.24092920166,4.214285714285715
2900,-3297.625442129132,4.214285714285715
2950,-3306.842058288627,4.214285714285715
3000,-3315.8966367671073,4.214285714285715
3050,-3324.7947445187597,4.214285714285715
3100,-3333.5416750544045,4.214285714285715
3150,-3342.142465659472,4.142857142857148
3200,-3350.601913278087,4.142857142857148
3250,-3358.924589186105,4.142857142857148
3300,-3367.114852562545,4.07142857142857
3350,-3375.1768630580577,4.142857142857148
3400,-3383.1145924483426,4.142857142857148
3450,-3390.9318354519137,4.142857142857148
3500,-3398.632219783562,4.142857142857148
3550,-3406.219215507788,4.142857142857148
3600,-3413.6961437503,4.142857142857148
3650,-3421.066184820106,4.142857142857148
3700,-3428.332385789681,4.142857142857148
3750,-3435.4976675763905,4.142857142857148
3800,-3442.564831564223,4.07142857142857
3850,-3449.5365658014757,4.07142857142857
3900,-3456.4154508067822,4.07142857142857
3950,-3463.203965012868,4.07142857142857
4000,-3469.9044898752218,4.0000000000000036
4050,-3476.5193146699917,4.0000000000000036
4100,-3483.050641003799,4.0000000000000036
4150,-3489.500587056074,4.0000000000000036
4200,-3495.871191572818,4.0000000000000036
4250,-3502.164417628877,4.0000000000000036
4300,-3508.382156175132,4.0000000000000036
4350,-3514.5262293848305,4.07142857142857
4400,-3520.598393812811,4.0000000000000036
4450,-3526.600343379874,4.0000000000000036
4500,-3532.5337121938824,4.0000000000000036
4550,-3538.400077218296,4.0000000000000036
4600,-3544.2009607975688,4.0000000000000036
4650,-3549.937833048888,4.0000000000000036
4700,-3555.612114128332,4.0000000000000036
4750,-3561.2251763794034,4.07142857142857
4800,-3566.7783463710794,4.07142857142857
4850,-3572.272906832049,4.07142857142857
4900,-3577.710098487491,4.07142857142857
4950,-3583.091121803953,4.07142857142857
5000,-3588.417138647954,4.07142857142857
5050,-3593.6892738632455,4.0000000000000036
5100,-3598.9086167713376,4.0000000000000036
5150,-3604.0762225997164,4.0000000000000036
5200,-3609.1931138419036,4.0000000000000036
5250,-3614.2602815530345,4.0000000000000036
5300,-3619.278686584569,4.0000000000000036
5350,-3624.249260761531,4.0000000000000036
5400,-3629.1729080053074,4.0000000000000036
5450,-3634.050505405025,4.0000000000000036
5500,-3638.8829042400353,4.0000000000000036
5550,-3643.6709309565135,4.0000000000000036
5600,-3648.415388100029,4.0000000000000036
5650,-3653.1170552068256,4.0000000000000036
5700,-3657.776689655735,4.0000000000000036
5750,-3662.3950274826702,4.0000000000000036
5800,-3666.9727841598115,4.0000000000000036
5850,-3671.5106553410105,4.0000000000000036
5900,-3676.009317575284,4.0000000000000036
5950,-3680.4694289899126,4.0000000000000036
6000,-3684.891629944554,4.0000000000000036
6050,-3689.2765436578893,4.0000000000000036
